NOME;FASE_2022;TURMA_2022;ANO_INGRESSO_2022;BOLSISTA_2022;INDE_2022;CG_2022;CF_2022;CT_2022;PEDRA_2022;DESTAQUE_IEG_2022;DESTAQUE_IDA_2022;DESTAQUE_IPV_2022;IAA_2022;IEG_2022;IPS_2022;IDA_2022;NOTA_PORT_2022;NOTA_MAT_2022;NOTA_ING_2022;QTD_AVAL_2022;IPP_2022;REC_AVA_1_2022;REC_AVA_2_2022;REC_AVA_3_2022;REC_AVA_4_2022;INDICADO_BOLSA_2022;PONTO_VIRADA_2022;IPV_2022;IAN_2022;NIVEL_IDEAL_2022
ALUNO-2873;4.0;A;2018.0;Não;6.258.056.446.780.270;693.0;63.0;12.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.5;6.406.606.678.345.800;7.5;4.555.555.555.555.550;3.333.333.333.333.330;4.333.333.333.333.330;6.0;4.0;765.625;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;Sim;Não;6.499.995;5.0;Fase 5 (1º EM)
ALUNO-2874;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-2875;4.0;L;2021.0;Não;6.490.193.683.211.420;644.0;58.0;14.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;833.334;8.074.582.027.168.230;5.625;4.688.888.888.888.880;4.333.333.333.333.330;5.833.333.333.333.330;3.9;4.0;7.5;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Não;Não;64.583.275;5.0;Fase 5 (1º EM)
ALUNO-2876;2.0;J;2022.0;Não;7.896.899.500.302.480;171.0;26.0;1.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integrações aos Princípios Passos Mágicos.;950.002;8.602.540.834.845.730;7.5;5.916.666.666.666.660;4.333.333.333.333.330;7.5;;3.0;6.041.666.666.666.660;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;;Não;Sim;8.444.446.666.666.660;10.0;Fase 2 (5º e 6º ano)
ALUNO-2877;1.0;J;2022.0;Não;7.861.617.939.393.930;182.0;41.0;3.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;950.002;9.280.303.030.303.030;7.5;9.0;8.333.333.333.333.330;9.666.666.666.666.660;;3.0;5.833.333.333.333.330;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;7.111.109.999.999.990;5.0;Fase 2 (5º e 6º ano)
ALUNO-2878;0.0;N;2022.0;Não;6.954.987.237.893.200;502.0;143.0;6.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8.000.020.000.000.000;7.629.094.522.799.370;7.5;6.916.666.666.666.660;6.333.333.333.333.330;7.5;;2.0;5.625;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;7.166.665;5.0;Fase 1 (4º ano)
ALUNO-2879;1.0;B;2021.0;Sim;8.286.620.610.229.270;62.0;13.0;2.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integrações aos Princípios Passos Mágicos.;950.002;9.717.813.051.146.380;7.5;7.416.666.666.666.660;6.666.666.666.666.660;8.166.666.666.666.660;;3.0;6.041.666.666.666.660;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;7.777.780.000.000.000;10.0;ALFA  (2º e 3º ano)
ALUNO-2880;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-2881;1.0;C;2022.0;Não;7.365.081.587.301.580;374.0;97.0;5.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integrações aos Princípios Passos Mágicos.;9.000.020.000.000.000;9.269.841.269.841.260;7.5;6.166.666.666.666.660;5.333.333.333.333.330;7.0;;3.0;5.833.333.333.333.330;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;;Não;Não;7.722.223.333.333.330;5.0;Fase 2 (5º e 6º ano)
ALUNO-2882;1.0;P;2021.0;Não;6.613.163.153.439.150;622.0;151.0;12.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8.500.020.000.000.000;7.433.862.433.862.430;7.5;5.5;3.166.666.666.666.660;7.833.333.333.333.330;;3.0;6.041.666.666.666.660;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;661.111;5.0;Fase 2 (5º e 6º ano)
ALUNO-2883;0.0;Y;2022.0;Não;7.412.025.476.190.470;353.0;105.0;7.0;Ametista;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integrações aos Princípios Passos Mágicos.;9.000.020.000.000.000;7.214.285.714.285.710;7.5;5.866.666.666.666.660;7.733.333.333.333.330;4.0;;2.0;5.625;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;7.916.665;10.0;ALFA  (2º e 3º ano)
ALUNO-2884;1.0;J;2019.0;Não;8.813.892.666.666.660;11.0;3.0;1.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integrações aos Princípios Passos Mágicos.;950.002;10.0;8.75;9.5;9.333.333.333.333.330;9.666.666.666.666.660;;3.0;6.666.666.666.666.660;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase + Bolsa;;Sim;Sim;961.112;5.0;Fase 2 (5º e 6º ano)
ALUNO-2885;0.0;Q;2022.0;Não;6.644.341.418.353.570;611.0;167.0;9.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;700.002;6.565.452.091.767.880;7.5;6.75;7.166.666.666.666.660;6.333.333.333.333.330;;2.0;53.125;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;7.499.995;5.0;Fase 1 (4º ano)
ALUNO-2886;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-2887;2.0;U;2022.0;Não;5.930.081.395.598.490;735.0;133.0;14.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9.000.020.000.000.000;7.032.340.311.325.810;7.5;2.0;1.833.333.333.333.330;2.166.666.666.666.660;;3.0;5.624.999.999.999.990;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;7.055.556.666.666.660;5.0;Fase 3 (7º e 8º ano)
ALUNO-2888;2.0;F;2018.0;Sim;6.969.181.527.369.180;497.0;74.0;12.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integrações aos Princípios Passos Mágicos.;8.000.020.000.000.000;7.866.730.970.179.240;5.0;7.25;5.5;9.0;;3.0;6.458.333.333.333.330;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;;Não;Não;7.5;5.0;Fase 3 (7º e 8º ano)
ALUNO-2889;0.0;E;2021.0;Não;7.675.403.049.175.220;246.0;67.0;1.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integrações aos Princípios Passos Mágicos.;700.002;931.450.357.920.946;7.5;8.416.666.666.666.660;8.833.333.333.333.330;8.0;;2.0;5.625;Promovido de Fase;Promovido de Fase;;;Não;Não;8.083.335;5.0;Fase 2 (5º e 6º ano)
ALUNO-2890;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-2891;2.0;I;2019.0;Não;6.322.553.780.885.780;680.0;124.0;10.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;700.002;8.237.762.237.762.230;7.5;3.666.666.666.666.660;1.333.333.333.333.330;6.0;;3.0;6.25;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;6.833.329.999.999.990;5.0;Fase 3 (7º e 8º ano)
ALUNO-2892;4.0;P;2022.0;Não;6.580.933.343.434.340;632.0;57.0;7.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.5;6.779.671.717.171.710;7.5;5.5;3.0;8.0;;4.0;7.5;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Não;Não;6.874.995;5.0;Fase 6 (2º EM)
ALUNO-2893;3.0;B;2022.0;Não;7.563.604.797.979.790;287.0;34.0;5.0;Ametista;Melhorar: Melhorar a sua entrega de lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;833.334;711.489.898.989.899;7.5;7.5;5.666.666.666.666.660;7.833.333.333.333.330;9.0;4.0;765.625;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Não;Não;645.833;10.0;Fase 3 (7º e 8º ano)
ALUNO-2894;3.0;A;2019.0;Não;7.279.925.742.424.240;403.0;47.0;12.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integrações aos Princípios Passos Mágicos.;875.001;773.989.898.989.899;7.5;7.222.222.222.222.220;5.0;7.333.333.333.333.330;9.333.333.333.333.330;4.0;8.125;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;Sim;Não;80.000.025;2.5;Fase 6 (2º EM)
ALUNO-2895;0.0;Q;2021.0;Não;7.830.788.433.198.380;193.0;51.0;1.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integrações aos Princípios Passos Mágicos.;9.000.020.000.000.000;9.008.097.165.991.900;7.5;8.25;9.0;7.5;;2.0;5.625;Promovido de Fase;Promovido de Fase;;;Não;Não;8.333.335;5.0;Fase 1 (4º ano)
ALUNO-2896;0.0;L;2022.0;Não;6.901.971.877.828.050;523.0;149.0;11.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8.500.020.000.000.000;9.291.101.055.806.930;7.5;4.333.333.333.333.330;5.0;3.666.666.666.666.660;;2.0;59.375;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;7.416.665;5.0;Fase 1 (4º ano)
ALUNO-2897;5.0;B;2017.0;Sim;7.304.722.388.888.880;388.0;25.0;10.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integrações aos Princípios Passos Mágicos.;708.333;8.131.944.444.444.440;5.625;8.433.333.333.333.330;9.0;7.0;9.3;3.0;6.458.333.333.333.330;Promovido de Fase + Bolsa;Mantido na Fase atual;Mantido na Fase + Bolsa;;Não;Não;78.750.025;5.0;Fase 6 (2º EM)
ALUNO-2898;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-2899;1.0;C;2021.0;Não;8.228.772.285.714.280;77.0;17.0;2.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integrações aos Princípios Passos Mágicos.;9.000.020.000.000.000;9.595.238.095.238.090;5.625;8.333.333.333.333.330;8.166.666.666.666.660;8.5;;3.0;6.25;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;777.778;10.0;Fase 1 (4º ano)
ALUNO-2900;2.0;L;2018.0;Sim;7.912.811.530.864.190;164.0;23.0;6.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integrações aos Princípios Passos Mágicos.;950.002;9.320.987.654.320.980;8.75;7.166.666.666.666.660;6.666.666.666.666.660;7.666.666.666.666.660;;3.0;6.458.333.333.333.330;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;8.222.226.666.666.660;5.0;Fase 3 (7º e 8º ano)
ALUNO-2901;2.0;U;2019.0;Não;5.914.900.545.454.540;737.0;134.0;15.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8.000.020.000.000.000;6.060.606.060.606.060;7.5;4.25;4.5;4.0;;3.0;6.25;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;5.888.886.666.666.660;5.0;Fase 3 (7º e 8º ano)
ALUNO-2902;3.0;B;2018.0;Sim;5.705.118.585.573.050;759.0;109.0;9.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;791.667;5.579.065.150.087.490;4.375;5.477.777.777.777.770;4.666.666.666.666.660;5.0;6.766.666.666.666.660;4.0;78.125;Promovido de Fase;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não;Não;4.916.665;5.0;Fase 5 (1º EM)
ALUNO-2903;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-2904;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-2905;6.0;A;2016.0;Sim;6.259.109.685.300.200;692.0;13.0;13.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;958.335;4.845.885.093.167.700;8.125;3.833.333.333.333.330;4.666.666.666.666.660;4.0;2.833.333.333.333.330;4.0;796.875;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase + Bolsa;Não;Não;727.778;5.0;Fase 7 (3º EM)
ALUNO-2906;4.0;F;2017.0;Não;7.117.600.108.225.100;450.0;36.0;8.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;916.668;8.249.458.874.458.870;5.625;5.666.666.666.666.660;5.833.333.333.333.330;6.166.666.666.666.660;5.0;4.0;671.875;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Não;Não;591.666;10.0;Fase 4 (9º ano)
ALUNO-2907;5.0;B;2017.0;Sim;8.135.882.296.296.290;103.0;9.0;3.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integrações aos Princípios Passos Mágicos.;958.335;9.241.898.148.148.140;6.25;7.166.666.666.666.660;4.5;8.0;9.0;3.0;6.458.333.333.333.330;Promovido de Fase;Mantido na Fase atual;Promovido de Fase + Bolsa;;Não;Não;8.125.005;10.0;Fase 5 (1º EM)
ALUNO-2908;2.0;U;2019.0;Não;6.445.832.675.903.800;650.0;115.0;10.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;950.002;9.104.156.712.852.360;7.5;3.0;1.333.333.333.333.330;4.666.666.666.666.660;;3.0;6.25;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;5.999.996.666.666.660;5.0;Fase 3 (7º e 8º ano)
ALUNO-2909;3.0;E;2022.0;Não;862.014.138.888.889;27.0;7.0;1.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integrações aos Princípios Passos Mágicos.;1.000.002;9.375;7.5;6.944.444.444.444.440;7.0;6.666.666.666.666.660;7.166.666.666.666.660;4.0;90.625;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Mantido na Fase atual;Sim;Sim;85.000.025;10.0;Fase 3 (7º e 8º ano)
ALUNO-2910;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-2911;3.0;A;2021.0;Não;6.614.515.690.283.400;621.0;81.0;14.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;791.667;7.739.245.951.417.000;7.5;4.5;3.333.333.333.333.330;5.666.666.666.666.660;4.5;4.0;7.5;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Promovido de Fase;Não;Não;68.749.975;5.0;Fase 5 (1º EM)
ALUNO-2912;2.0;K;2016.0;Não;5.661.425.060.985.790;769.0;142.0;12.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;950.002;6.182.121.971.595.650;5.0;3.25;2.666.666.666.666.660;3.833.333.333.333.330;;3.0;6.25;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;5.999.993.333.333.330;5.0;Fase 3 (7º e 8º ano)
ALUNO-2913;0.0;O;2022.0;Não;6.894.444.777.777.770;527.0;151.0;12.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;950.002;7.638.888.888.888.880;7.5;6.0;6.0;6.0;;2.0;5.0;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;7.333.325;5.0;Fase 2 (5º e 6º ano)
ALUNO-2914;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-2915;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-2916;1.0;D;2022.0;Não;8.079.349.826.086.950;123.0;28.0;2.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integrações aos Princípios Passos Mágicos.;1.000.002;9.855.072.463.768.110;7.5;8.0;7.666.666.666.666.660;8.333.333.333.333.330;;3.0;6.25;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;8.166.666.666.666.660;5.0;Fase 3 (7º e 8º ano)
ALUNO-2917;0.0;I;2019.0;Não;7.151.334.755.991.280;443.0;130.0;3.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9.000.020.000.000.000;8.485.838.779.956.420;6.875;7.25;7.333.333.333.333.330;7.166.666.666.666.660;;2.0;5.0;Promovido de Fase;Promovido de Fase;;;Não;Não;7.083.325;5.0;Fase 2 (5º e 6º ano)
ALUNO-2918;0.0;Y;2022.0;Não;683.936.507.936.508;543.0;154.0;9.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;791.668;8.230.158.730.158.730;4.375;7.716.666.666.666.660;7.8;7.633.333.333.333.330;;2.0;4.375;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;741.666;5.0;Fase 1 (4º ano)
ALUNO-2919;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-2920;7.0;A;2021.0;Não;5.783.934.045.751.630;752.0;17.0;9.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;833.334;5.226.960.784.313.720;5.0;4.111.111.111.111.110;3.333.333.333.333.330;2.6;6.400.000.000.000.000;4.0;671.875;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não;Não;7.055.553.333.333.330;5.0;Fase 8 (UniversitÃ¡rios)
ALUNO-2921;1.0;R;2022.0;Não;7.308.335.555.555.550;384.0;99.0;7.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integrações aos Princípios Passos Mágicos.;8.500.020.000.000.000;861.111.111.111.111;7.5;6.75;5.5;8.0;;3.0;6.25;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;7.555.556.666.666.660;5.0;Fase 3 (7º e 8º ano)
ALUNO-2922;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-2923;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-2924;0.0;A;2022.0;Não;7.862.026.142.857.140;181.0;50.0;3.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;950.002;8.714.285.714.285.710;8.125;7.949.999.999.999.990;8.933.333.333.333.330;6.966.666.666.666.660;;2.0;5.0;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;6.333.335;10.0;ALFA  (2º e 3º ano)
ALUNO-2925;3.0;M;2019.0;Não;6.030.205.833.333.330;723.0;102.0;13.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.5;71.875;7.5;3.916.666.666.666.660;3.833.333.333.333.330;4.0;;4.0;734.375;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Não;Não;53.749.875;5.0;Fase 4 (9º ano)
ALUNO-2926;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-2927;4.0;B;2016.0;Sim;7.388.203.535.794.040;365.0;29.0;4.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;791.667;7.776.784.067.859.110;5.0;6.711.111.111.111.110;5.666.666.666.666.660;7.0;7.466.666.666.666.660;4.0;765.625;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Não;Não;71.666.625;10.0;Fase 4 (9º ano)
ALUNO-2928;1.0;L;2019.0;Não;8.040.676.603.174.600;134.0;32.0;4.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integrações aos Princípios Passos Mágicos.;1.000.002;9.682.539.682.539.680;7.5;8.583.333.333.333.330;8.333.333.333.333.330;8.833.333.333.333.330;;3.0;6.041.666.666.666.660;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;;Sim;Não;7.666.666.666.666.660;5.0;Fase 2 (5º e 6º ano)
ALUNO-2929;0.0;I;2022.0;Não;7.347.305.921.568.620;377.0;113.0;2.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integrações aos Princípios Passos Mágicos.;9.000.020.000.000.000;788.235.294.117.647;8.75;7.166.666.666.666.660;7.5;6.833.333.333.333.330;;2.0;5.625;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;7.5;5.0;Fase 1 (4º ano)
ALUNO-2930;1.0;U;2022.0;Não;7.928.601.818.181.810;160.0;39.0;2.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integrações aos Princípios Passos Mágicos.;950.002;9.090.909.090.909.090;7.5;7.75;8.0;7.5;;2.0;59.375;Mantido na Fase atual;Promovido de Fase;;;Não;Sim;883.334;5.0;Fase 2 (5º e 6º ano)
ALUNO-2931;2.0;M;2022.0;Não;7.403.129.618.406.280;360.0;52.0;4.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9.000.020.000.000.000;8.092.031.425.364.750;7.5;5.666.666.666.666.660;4.833.333.333.333.330;6.5;;3.0;6.458.333.333.333.330;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;6.777.773.333.333.330;10.0;Fase 2 (5º e 6º ano)
ALUNO-2932;3.0;M;2020.0;Não;6.355.207.500.000.000;667.0;89.0;9.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;875.001;76.875;7.5;4.25;3.0;5.5;;4.0;734.375;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase + Bolsa;Sim;Não;55.416.575;5.0;Fase 5 (1º EM)
ALUNO-2933;5.0;B;2022.0;Não;7.641.655.050.108.930;257.0;15.0;7.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integrações aos Princípios Passos Mágicos.;916.668;927.076.525.054.466;7.5;7.166.666.666.666.660;7.0;5.666.666.666.666.660;8.833.333.333.333.330;3.0;6.041.666.666.666.660;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;791.667;5.0;Fase 7 (3º EM)
ALUNO-2934;1.0;L;2022.0;Não;7.779.763.904.761.900;209.0;52.0;6.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integrações aos Princípios Passos Mágicos.;9.000.020.000.000.000;9.523.809.523.809.520;7.5;7.5;6.666.666.666.666.660;8.333.333.333.333.330;;3.0;6.25;Promovido de Fase;Promovido de Fase;Promovido de Fase;;Não;Não;8.0;5.0;Fase 2 (5º e 6º ano)
ALUNO-2935;2.0;D;2019.0;Não;6.689.521.871.961.850;591.0;97.0;6.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integrações aos Princípios Passos Mágicos.;1.000.002;839.898.935.980.926;5.0;4.583.333.333.333.330;5.333.333.333.333.330;3.833.333.333.333.330;;3.0;4.375;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;;Não;Não;8.277.776.666.666.660;5.0;Fase 3 (7º e 8º ano)
ALUNO-2936;1.0;H;2022.0;Não;7.729.168.333.333.330;226.0;58.0;5.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integrações aos Princípios Passos Mágicos.;950.002;8.416.666.666.666.660;7.5;8.5;9.5;7.5;;2.0;5.625;Mantido na Fase atual;Promovido de Fase;;;Não;Não;7.916.665;5.0;Fase 3 (7º e 8º ano)
ALUNO-2937;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
