NOME;INSTITUICAO_ENSINO_ALUNO_2020;IDADE_ALUNO_2020;ANOS_PM_2020;FASE_TURMA_2020;PONTO_VIRADA_2020;INDE_2020;INDE_CONCEITO_2020;PEDRA_2020;DESTAQUE_IEG_2020;DESTAQUE_IDA_2020;DESTAQUE_IPV_2020;IAA_2020;IEG_2020;IPS_2020;IDA_2020;IPP_2020;IPV_2020;IAN_2020
ALUNO-337;Escola Pública;13;3;2E;Não;7.342.223.333.333.330;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;9.000.020.000.000.000;7.1;7.5;8;7.5;7.111.106.666.666.660;5
ALUNO-338;Escola Pública;17;2;5F;Não;7.556.458.833.333.330;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;916.668;9.6;6.25;6.666.666.666.666.660;703.125;77.916.625;5
ALUNO-339;Escola Pública;14;3;4A;Não;7.580.834.333.333.330;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;791.667;6.3;6.875;7;8.749.999.999.999.990;7.833.336.666.666.660;10
ALUNO-340;UNISA;18;0;8A;;6.570.001;C;Ágata;Ponto a melhorar em 2021: Melhorar o seu engajamento nas avaliações de voluntariado.;Seu destaque em 2020: As suas boas notas na Faculdade.;;875.001;0;6.875;8.3;0;0;10
ALUNO-341;Rede Decisão/União;17;4;7A;Não;7.457.292.333.333.330;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;916.668;8.5;5.625;5.666.666.666.666.660;703.125;720.833;10
ALUNO-342;Escola Pública;11;2;1J;Não;6.560.557.333.333.330;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;9.500.020.000.000.000;8.4;5;4;5.416.666.666.666.660;7.944.443.333.333.330;5
ALUNO-343;Escola Pública;16;2;6B;Não;5.504.166.166.666.660;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;0;3;6.875;5.333.333.333.333.330;7.5;69.999.975;10
ALUNO-344;Escola Pública;8;1;0B;Sim;9.616.671;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;9.000.020.000.000.000;10;7.5;10;10;9.833.345;10
ALUNO-345;Escola Pública;18;1;7B;Não;7.748.336;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;10.000.020.000.000.000;8.7;7.5;6;8.75;841.667;5
ALUNO-346;Escola Pública;16;3;2G;Não;4.515.278.666.666.660;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;9.500.020.000.000.000;4;4.375;0;6.666.666.666.666.660;7.055.549.999.999.990;2.5
ALUNO-347;Escola Pública;10;1;2N;Não;7.741.390.666.666.660;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;9.000.020.000.000.000;9.7;7.5;4.5;7.291.666.666.666.660;761.111;10
ALUNO-348;Escola Pública;12;2;3H;Não;6.487.222.666.666.660;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;10.000.020.000.000.000;4.2;7.5;5.333.333.333.333.330;7.083.333.333.333.330;5.611.103.333.333.330;10
ALUNO-349;Escola Pública;15;1;3H;Não;5.227.220.000.000.000;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;7.5;3.4;2.5;6.666.666.666.666.660;6.249.999.999.999.990;5.444.433.333.333.330;5
ALUNO-350;Escola Pública;12;1;1F;Não;5.785.002;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;8.500.020.000.000.000;7.3;6.25;0;7.5;8;5
ALUNO-351;Escola Pública;13;3;3M;Não;7.048.958.833.333.330;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;791.667;6;7.5;5.666.666.666.666.660;765.625;70.416.675;10
ALUNO-352;FIAP;19;2;8A;;7.016.667.999.999.990;C;Ágata;Ponto a melhorar em 2021: Melhorar o seu engajamento nas avaliações de voluntariado.;Seu destaque em 2020: As suas boas notas na Faculdade.;;916.668;0;7.5;9;0;0;10
ALUNO-353;FIAP;18;2;8A;;6.890.001.000.000.000;C;Ágata;Ponto a melhorar em 2021: Melhorar o seu engajamento nas avaliações de voluntariado.;Seu destaque em 2020: As suas boas notas na Faculdade.;;875.001;0;6.875;9.1;0;0;10
ALUNO-354;Escola Pública;12;2;2R;Não;6.277.778.666.666.660;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;9.500.020.000.000.000;8.5;3.125;3.5;6.041.666.666.666.660;7.555.549.999.999.990;5
ALUNO-355;Escola JoÃƒÂ£o Paulo II;12;2;1D;Não;61.470.839.999.999.900;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;69.166.799.999.999.900;7.1;4.375;7.5;28.125;658.333;5
ALUNO-356;Escola Pública;15;3;5G;Não;6.004.582.666.666.660;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;625.001;6.7;4.375;4.333.333.333.333.330;71.875;5.083.325;10
ALUNO-357;Escola Pública;16;1;5A;Não;5.708.056.666.666.660;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;708.334;3.7;7.5;6;6.875;5.611.113.333.333.330;5
ALUNO-358;Escola Pública;13;1;1G;Não;6.906.668;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;9.000.020.000.000.000;9.2;5;8.5;2.5;608.333;5
ALUNO-359;Escola Pública;11;1;2F;Não;6.067.778;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;791.668;5.7;7.5;1.5;7.083.333.333.333.330;6.888.883.333.333.330;10
ALUNO-360;Escola Pública;18;1;7B;Não;7.159.376.333.333.330;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;833.334;8;7.5;4.666.666.666.666.660;859.375;841.667;5
ALUNO-361;Escola Pública;9;1;1N;Não;8.003.890.666.666.660;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;750.002;6.7;7.5;10;7.083.333.333.333.330;7.277.776.666.666.660;10
ALUNO-362;Escola Pública;10;2;1B;Sim;8.626.253;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;9.500.020.000.000.000;8.6;8.75;10;78.125;9.000.005;5
ALUNO-363;Escola Pública;8;0;0A;Não;8.600.003.000.000.000;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;9.000.020.000.000.000;10;7.5;9.5;7.5;6.500.005;10
ALUNO-364;Escola Pública;11;1;2D;Não;7.811.252.000.000.000;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;8.000.020.000.000.000;8.4;7.5;8.5;53.125;6.75;10
ALUNO-365;Escola Pública;11;2;1R;Não;7.201.112.666.666.660;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;8.500.020.000.000.000;8.2;5;7.5;6.666.666.666.666.660;7.722.219.999.999.990;5
ALUNO-366;Escola Pública;12;1;3H;Não;6.569.166.666.666.660;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;79.166.799.999.999.900;6.2;7.5;5;6.875.000.000.000.000;5.499.993.333.333.330;10
ALUNO-367;Escola Pública;8;0;1R;Não;8.470.279.333.333.330;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;8.500.020.000.000.000;9.4;7.5;9;6.458.333.333.333.330;7.722.219.999.999.990;10
ALUNO-368;Escola Pública;11;1;2P;Não;8.776.947.333.333.330;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;9.000.020.000.000.000;9.6;7.5;8.5;8.958.333.333.333.330;8.055.560.000.000.000;10
ALUNO-369;Escola Pública;11;1;3B;Não;58.327.085;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;791.667;5.7;7.5;0;734.375;70.833.325;10
ALUNO-370;Rede Decisão/União;17;3;7B;Não;8.261.668;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;916.668;9.1;7.5;7;7.5;8.125;10
ALUNO-371;Escola Pública;10;2;1D;Não;7.377.085.000.000.000;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;9.000.020.000.000.000;8.5;6.25;9;46.875;6.916.665;5
ALUNO-372;Rede Decisão/União;15;1;4A;Sim;9.219.448.333.333.330;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;9.583.350.000.000.000;10;10;9.333.333.333.333.330;9.166.666.666.666.660;98.889;5
ALUNO-373;Escola Pública;17;2;7A;Não;3.831.041;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;58.333.200.000.000.000;0.4;7.5;0;484.375;466.667;10
ALUNO-374;Escola Pública;10;0;1K;Não;7.728.335.333.333.330;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;9.000.020.000.000.000;7.1;7.5;9;7.916.666.666.666.660;7.833.333.333.333.330;5
ALUNO-375;Escola Pública;16;0;5A;Sim;8.195.835.666.666.660;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;875.001;7.5;9.375;8;9.166.666.666.666.660;933.334;5
ALUNO-376;Escola Pública;10;2;1E;Não;7.561.112;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;8.500.020.000.000.000;6;7.5;10;7.5;7.555.549.999.999.990;5
ALUNO-377;Escola Pública;9;2;1M;Não;7.709.585.000.000.000;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;9.000.020.000.000.000;9.6;6.25;4.5;78.125;7.916.665;10
ALUNO-378;Escola Pública;16;2;5A;Não;3.925.834.666.666.660;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;458.334;1.9;3.75;0;8.125;7.000.003.333.333.330;5
ALUNO-379;Escola Pública;10;1;1A;Não;775.542;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;9.500.020.000.000.000;9.1;6.25;9;34.375;858.334;5
ALUNO-380;Escola Pública;10;1;2F;Não;472.222;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;0;4.5;7.5;0;7.5;66.111;10
ALUNO-381;Escola Pública;17;1;7B;Não;7.079.375.000.000.000;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;7.5;7.6;5.625;6.5;671.875;6.375;10
ALUNO-382;Escola Pública;13;2;2H;Não;5.648.752;D;Quartzo;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;8.000.020.000.000.000;7.9;5;1.25;46.875;7.75;5
ALUNO-383;Escola Pública;10;0;1A;Não;8.138.752;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;9.000.020.000.000.000;9.6;7.5;9;71.875;7.75;5
ALUNO-384;Escola Pública;10;1;0G;Não;7.301.666;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;69.166.799.999.999.900;9.8;5;10;2.5;699.999;5
ALUNO-385;Escola Pública;12;2;1R;Não;7.867.223.333.333.330;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;10.000.020.000.000.000;8.1;7.5;9.5;5.416.666.666.666.660;7.777.773.333.333.330;5
ALUNO-386;Escola Pública;8;1;0F;Não;7.730.002.000.000.000;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;8.500.020.000.000.000;9.9;7.5;9.5;2.5;5;10
ALUNO-387;Escola Pública;11;2;0D;Não;7.767.919;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;10.000.020.000.000.000;8.6;5;9;78.125;7.333.335;5
ALUNO-388;Escola Pública;17;2;7B;Não;6.893.959.333.333.330;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;625.001;7.6;5.625;4.666.666.666.666.660;703.125;7.75;10
ALUNO-389;Rede Decisão/União;11;3;2B;Sim;7.776.669.999.999.990;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;9.000.020.000.000.000;9.3;5;5.5;5;958.334;10
ALUNO-390;Escola Pública;11;1;1C;Não;7.694.168.666.666.660;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;700.002;9.2;6.25;9;7.291.666.666.666.660;7.5;5
ALUNO-391;Escola Pública;8;0;0H;Não;8.25;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;8.500.020.000.000.000;10;7.5;10;2.5;699.999;10
ALUNO-392;Escola Pública;8;0;0C;Não;8.631.250.000.000.000;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;9.000.020.000.000.000;10;7.5;9;78.125;699.999;10
ALUNO-393;Escola Pública;12;1;2G;Sim;7.778.336;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;750.002;9.6;7.5;6.5;7.916.666.666.666.660;8.833.336.666.666.660;5
ALUNO-394;Escola Pública;16;0;5B;Não;7.008.611.666.666.660;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;708.333;8.8;5.625;5.333.333.333.333.330;8.333.333.333.333.330;7.888.893.333.333.330;5
ALUNO-395;Escola Pública;12;1;2P;Não;6.792.780.666.666.660;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;9.000.020.000.000.000;4.7;7.5;6.5;7.916.666.666.666.660;8.055.560.000.000.000;5
ALUNO-396;Escola Pública;11;1;2F;Não;6.966.111.333.333.330;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;9.000.020.000.000.000;6.9;7.5;4.5;7.916.666.666.666.660;6.222.213.333.333.330;10
ALUNO-397;Escola Pública;9;1;1E;Não;8.818.057.333.333.330;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;8.500.020.000.000.000;9.5;7.5;10;7.291.666.666.666.660;7.944.443.333.333.330;10
ALUNO-398;Escola Pública;13;1;2D;Não;8.340.419;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;8.500.020.000.000.000;9.9;7.5;9.5;84.375;7.583.335;5
ALUNO-399;Escola Pública;11;2;2D;Não;7.590.002;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;9.000.020.000.000.000;9.7;7.5;3.5;7.5;7.75;10
ALUNO-400;Escola Pública;14;1;2C;Não;7.794.168.000.000.000;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;9.000.020.000.000.000;8.7;7.5;8;7.708.333.333.333.330;7.666.663.333.333.330;5
ALUNO-401;Escola Pública;10;1;1H;Não;8.004.724;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;8.500.020.000.000.000;8.1;7.5;10;7.291.666.666.666.660;7.777.776.666.666.660;5
ALUNO-402;Rede Decisão/União;10;2;2B;Não;8.431.669;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;9.500.020.000.000.000;8.2;6.25;9;7.5;8.333.335;10
ALUNO-403;Escola Pública;11;0;1B;Não;7.588.752;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;8.500.020.000.000.000;8.6;7.5;7.5;71.875;7.75;5
ALUNO-404;Escola Pública;11;1;2J;Não;6.066.944.666.666.660;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;583.334;6.8;7.5;1.5;5.624.999.999.999.990;7.555.553.333.333.330;10
ALUNO-405;Escola Pública;16;2;7A;Não;5.550.414.999.999.990;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;7.5;2.7;4.375;4.5;65.625;6.333.325;10
ALUNO-406;Escola Pública;9;1;2G;Não;7.709.168.666.666.660;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;9.000.020.000.000.000;9.9;7.5;3.5;8.125;7.833.333.333.333.330;10
ALUNO-407;Escola Pública;14;1;2N;Não;5.546.668.666.666.660;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;9.000.020.000.000.000;7.4;4.375;0;7.291.666.666.666.660;7.5;5
ALUNO-408;Escola Pública;10;3;2F;Não;5.688.333.333.333.330;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;8.000.020.000.000.000;5.4;4.375;1.5;7.708.333.333.333.330;649.999;10
ALUNO-409;Escola Pública;17;1;5L;Não;6.325.276.333.333.330;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;624.999;7.3;6.25;4;7.708.333.333.333.330;772.222;5
ALUNO-410;Escola Pública;12;1;1G;Não;5.660.002;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;750.002;7.3;5;4;2.5;7;5
ALUNO-411;Escola Pública;11;1;2R;Não;7.861.945.333.333.330;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;69.166.799.999.999.900;9.4;7.5;6;7.291.666.666.666.660;8.055.553.333.333.330;10
ALUNO-412;Escola Pública;11;2;2M;Não;6.730.835.000.000.000;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;9.000.020.000.000.000;3.3;5;7;6.875;7.916.665;10
ALUNO-413;Escola Pública;17;1;5L;Não;6.437.778.666.666.660;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;916.668;7.8;3.125;4.333.333.333.333.330;7.708.333.333.333.330;7.555.553.333.333.330;5
ALUNO-414;Escola Pública;14;2;4L;Não;7.851.389.666.666.660;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;791.667;7;7.5;7.666.666.666.666.660;8.541.666.666.666.660;7.611.113.333.333.330;10
