NOME;INSTITUICAO_ENSINO_ALUNO_2020;IDADE_ALUNO_2020;ANOS_PM_2020;FASE_TURMA_2020;PONTO_VIRADA_2020;INDE_2020;INDE_CONCEITO_2020;PEDRA_2020;DESTAQUE_IEG_2020;DESTAQUE_IDA_2020;DESTAQUE_IPV_2020;IAA_2020;IEG_2020;IPS_2020;IDA_2020;IPP_2020;IPV_2020;IAN_2020
ALUNO-653;Escola Pública;9;1;1A;Sim;8.962.503;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;700.002;9.5;7.5;10;8.125;9.000.005;10
ALUNO-654;Escola Pública;10;1;1D;Sim;8.700.003;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;10.000.020.000.000.000;9.5;7.5;10;7.5;9.000.005;5
ALUNO-655;UNISA;18;1;8A;;7.218.335;C;Ágata;Ponto a melhorar em 2021: Melhorar o seu engajamento nas avaliações de voluntariado.;Seu destaque em 2020: As suas boas notas na Faculdade.;;958.335;0;7.5;9.4;0;0;10
ALUNO-656;Rede Decisão/União;13;4;3A;Sim;8.443.336;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;833.334;8.8;4.375;8;9.375;937.501;10
ALUNO-657;Rede Decisão/União;17;3;7B;Sim;8.840.628;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;916.668;9.5;7.5;7.5;890.625;9.416.675.000.000.000;10
ALUNO-658;Escola Pública;13;3;4B;Sim;7.974.724.666.666.660;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;833.334;9.7;7.5;38.333.333.333.333.300;8.958.333.333.333.330;8.944.453.333.333.330;10
ALUNO-659;Rede Decisão/União;17;4;7B;Não;7.533.542.000.000.000;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;916.668;6.6;6.875;7;734.375;7.374.995;10
ALUNO-660;Escola Pública;11;1;1R;Sim;8.350.558;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;8.500.020.000.000.000;8.6;7.5;9.5;8.75;877.778;5
ALUNO-661;Escola Pública;14;1;2P;Não;5.984.724;D;Quartzo;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;69.166.799.999.999.900;8;7.5;0;8.541.666.666.666.660;7.944.446.666.666.660;5
ALUNO-662;Escola Pública;11;1;1R;Não;8.129.724.666.666.660;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;9.500.020.000.000.000;8.1;5.625;9.5;8.75;8.611.113.333.333.330;5
ALUNO-663;Escola Pública;11;1;2N;Não;7.600.000.666.666.660;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;691.668;8.5;7.5;6.5;7.916.666.666.666.660;6.833.329.999.999.990;10
ALUNO-664;Escola Pública;9;2;1J;Não;7.917.778.666.666.660;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;9.500.020.000.000.000;9.2;5.625;8;5.208.333.333.333.330;7.222.216.666.666.660;10
ALUNO-665;Rede Decisão/União;12;3;3L;Não;75.670.823.333.333.300;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;624.999;9.7;7.5;4.666.666.666.666.660;84.375;7.375;10
ALUNO-666;Escola Pública;12;3;2E;Não;60.041.660.000.000.000;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;0;7;4.375;7;6.666.666.666.666.660;7.999.996.666.666.660;5
ALUNO-667;Escola Pública;12;1;2H;Não;6.008.751;D;Quartzo;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;9.500.020.000.000.000;8.2;7.5;0;71.875;7.249.995;5
ALUNO-668;Escola Pública;13;1;2G;Não;6.985.000.666.666.660;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;79.166.799.999.999.900;8.3;7.5;5.5;7.5;7.166.663.333.333.330;5
ALUNO-669;Escola Pública;8;2;1F;Não;8.539.168;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;74.166.799.999.999.900;8.8;7.5;10;6.875;8;10
ALUNO-670;Escola Pública;11;2;2G;Não;4.179.721.333.333.330;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;0;2.1;7.5;0;6.875;6.611.106.666.666.660;10
ALUNO-671;Escola Pública;9;1;1B;Não;8.742.502.000.000.000;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;9.500.020.000.000.000;8.9;7.5;9.5;8.125;7.75;10
ALUNO-672;Rede Decisão/União;13;3;3G;Não;8.442.778.666.666.660;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;916.668;9.2;6.875;7.666.666.666.666.660;8.541.666.666.666.660;8.055.553.333.333.330;10
ALUNO-673;Rede Decisão/União;14;3;5F;Sim;8.006.044;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;916.668;7.9;6.25;6;859.375;9.125.005;10
ALUNO-674;Escola Pública;13;1;3R;Não;6.484.720.666.666.660;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;666.666;5;7.5;33.333.333.333.333.300;8.125;794.444;10
ALUNO-675;Escola Pública;14;0;3M;Não;7.613.959.833.333.330;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;916.668;6.7;10;7.666.666.666.666.660;765.625;77.916.675;5
ALUNO-676;Escola Pública;16;2;6B;Não;5.802.082.833.333.330;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;0;6.5;7.5;31.666.666.666.666.600;71.875;69.999.975;10
ALUNO-677;Escola Pública;10;1;0G;Não;7.429.166;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;8.500.020.000.000.000;10;5.625;10;2.5;63.333.200.000.000.000;5
ALUNO-678;Escola Pública;12;2;2D;Não;6.518.752.000.000.000;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;8.500.020.000.000.000;3.5;6.875;8;78.125;7;5
ALUNO-679;Escola Pública;15;2;4A;Não;5.397.779;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;791.667;4.6;7.5;0;7.916.666.666.666.660;8.222.226.666.666.660;5
ALUNO-680;Escola Pública;14;1;3M;Não;76.402.105;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;10.000.020.000.000.000;6.8;7.5;8;796.875;8.166.667.499.999.990;5
ALUNO-681;V202;D108;D971;D207;D9600;D980;D9891/2;D9891/2A;D301;D302;;D910;V920;D930;D940;D950;D960;D970
ALUNO-682;Escola Pública;10;0;1C;Não;7.975.835.333.333.330;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;9.500.020.000.000.000;8.9;7.5;9;7.291.666.666.666.660;7.333.333.333.333.330;5
ALUNO-683;Rede Decisão/União;15;4;5G;Não;5.436.457.833.333.330;D;Quartzo;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;791.667;7.5;3.125;0.6666666666666666;640.625;52.916.625;10
ALUNO-684;Escola Pública;15;0;4A;Não;6.840.279.333.333.330;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;833.334;9;7.5;26.666.666.666.666.600;8.125;8.055.560.000.000.000;5
ALUNO-685;Escola Pública;10;1;1H;Não;8.110.557.333.333.330;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;10.000.020.000.000.000;8.4;7.5;9.5;7.916.666.666.666.660;7.444.443.333.333.330;5
ALUNO-686;Escola Pública;16;1;4B;Não;8.124.446.333.333.330;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;875.001;9.9;7.5;7.666.666.666.666.660;8.749.999.999.999.990;8.055.560.000.000.000;5
ALUNO-687;Escola Pública;12;2;2R;Não;7.463.612.666.666.660;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;8.500.020.000.000.000;8.7;5;7.5;7.291.666.666.666.660;822.222;5
ALUNO-688;Escola Pública;10;1;2E;Não;7.448.612.666.666.660;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;8.500.020.000.000.000;6.5;7.5;6;7.708.333.333.333.330;7.888.886.666.666.660;10
ALUNO-689;Escola Pública;15;1;4A;Sim;7.942.502.666.666.660;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;916.668;8.4;7.5;7.333.333.333.333.330;8.958.333.333.333.330;8.666.673.333.333.330;5
ALUNO-690;Escola Pública;9;1;1G;Não;8.718.752;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;10.000.020.000.000.000;8.5;7.5;10;71.875;7.75;10
ALUNO-691;Escola Pública;13;3;3E;Sim;7.639.723.666.666.660;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;708.333;5.9;5;7.666.666.666.666.660;8.958.333.333.333.330;9.111.120.000.000.000;10
ALUNO-692;Escola Pública;9;1;0H;Não;731.667;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;9.000.020.000.000.000;10;7.5;10;2.5;458.334;5
ALUNO-693;Escola Pública;16;2;7A;Sim;8.381.459.166.666.660;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;791.667;9.1;7.5;6.833.333.333.333.330;828.125;9.125.002.499.999.990;10
ALUNO-694;Rede Decisão/União;7;0;0A;Não;6.301.668;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;79.166.799.999.999.900;8.8;2.5;8.5;2.5;2.75;10
ALUNO-695;Escola Pública;16;0;5A;Não;6.793.611.000.000.000;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;875.001;8.6;7.5;4.333.333.333.333.330;7.708.333.333.333.330;6.555.550.000.000.000;5
ALUNO-696;Escola Pública;8;0;0H;Não;861.125;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;9.000.020.000.000.000;9.9;7.5;9;78.125;699.999;10
ALUNO-697;Escola Pública;10;0;0A;Não;716.667;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;8.500.020.000.000.000;10;7.5;8.5;2.5;558.334;5
ALUNO-698;Rede Decisão/União;16;4;6B;Não;6.728.749;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;0;7.8;7.5;6;71.875;7.499.995;10
ALUNO-699;Escola Pública;12;0;2L;Não;6.120.001.333.333.330;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;8.500.020.000.000.000;7.1;7.5;3;6.666.666.666.666.660;6.666.663.333.333.330;5
ALUNO-700;FIAP;18;2;8A;;7.183.333.999.999.990;C;Ágata;Ponto a melhorar em 2021: Melhorar o seu engajamento nas avaliações de voluntariado.;Seu destaque em 2020: As suas boas notas na Faculdade.;;833.334;0;8.75;9;0;0;10
ALUNO-701;Escola Pública;9;0;1K;Não;8.050.834.666.666.660;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;69.166.799.999.999.900;6.9;7.5;10;7.291.666.666.666.660;7.5;10
ALUNO-702;Escola Pública;11;1;2P;Não;8.949.447.333.333.330;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;10.000.020.000.000.000;9.4;7.5;9;8.75;8.222.226.666.666.660;10
ALUNO-703;Escola Pública;12;1;2C;Não;38.519.446.666.666.600;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;0;1.1;7.5;0;7.708.333.333.333.330;8.055.556.666.666.660;5
ALUNO-704;Escola Pública;16;1;6B;Não;44.933.325;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;791.667;2.8;5;0;6.25;50.833.275;10
ALUNO-705;Escola Pública;10;1;1A;Não;6.846.252.000.000.000;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;8.500.020.000.000.000;8.7;5.625;5.75;59.375;7.25;5
ALUNO-706;Escola Pública;18;1;7B;Não;7.080.833.833.333.330;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;791.667;8.3;6.875;5.666.666.666.666.660;7.5;77.916.675;5
ALUNO-707;Escola Pública;8;1;0F;Não;8.546.669;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;9.500.020.000.000.000;9.9;7.5;9;7.5;6.583.335;10
ALUNO-708;Rede Decisão/União;14;3;6A;Não;7.819.792.333.333.330;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;791.667;8.5;7.5;5.166.666.666.666.660;828.125;8.583.335;10
ALUNO-709;Escola Pública;11;1;1R;Não;43.272.233.333.333.300;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;8.000.020.000.000.000;0.9;7.5;0;7.083.333.333.333.330;6.944.439.999.999.990;5
ALUNO-710;Escola Pública;13;4;2H;Não;62.175.020.000.000.000;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;9.000.020.000.000.000;7.9;4.375;3;5;8.5;5
ALUNO-711;Escola Pública;17;1;7A;Não;7.887.501.166.666.660;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;7.5;8;7.5;6.833.333.333.333.330;8.125;80.416.725;10
