NOME;FASE_2021;TURMA_2021;INSTITUICAO_ENSINO_ALUNO_2021;SINALIZADOR_INGRESSANTE_2021;PEDRA_2021;INDE_2021;IAA_2021;IEG_2021;IPS_2021;IDA_2021;IPP_2021;REC_EQUIPE_1_2021;REC_EQUIPE_2_2021;REC_EQUIPE_3_2021;REC_EQUIPE_4_2021;PONTO_VIRADA_2021;IPV_2021;IAN_2021;NIVEL_IDEAL_2021;DEFASAGEM_2021
ALUNO-1434;2.0;I;Escola Pública;Veterano;Ametista;7.213;10.0;6.3;7.5;6.9;7.7;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Não avaliado;Não;7.8;5.0;Nível 3 (7o e 8o ano);-1.0
ALUNO-1435;2.0;C;Escola Pública;Veterano;Ágata;6.814;9.5;7.1;7.5;5.4;7.5;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;8.1;2.5;Nível 5 (1o EM);-3.0
ALUNO-1436;1.0;E;Escola Pública;Veterano;Ametista;7.286;9.0;9.2;7.5;5.1;8.3;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;7.2;5.0;Nível 2 (5o e 6o ano);-1.0
ALUNO-1437;1.0;R;Escola Pública;Ingressante;Ametista;7.449;8.5;8.3;7.5;5.8;8.5;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;8.4;5.0;Nível 2 (5o e 6o ano);-1.0
ALUNO-1438;2.0;B;Rede Decisão;Veterano;Topázio;8.713;9.5;9.2;7.5;8.3;8.3;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Não avaliado;Não;8.4;10.0;Nível 2 (5o e 6o ano);0.0
ALUNO-1439;;;;;;;;;;;;;;;;;;;;
ALUNO-1440;;;;;;;;;;;;;;;;;;;;
ALUNO-1441;2.0;R;Escola Pública;Veterano;Quartzo;5.129;0.0;6.3;6.9;2.6;8.1;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;6.8;5.0;Nível 3 (7o e 8o ano);-1.0
ALUNO-1442;;;;;;;;;;;;;;;;;;;;
ALUNO-1443;;;;;;;;;;;;;;;;;;;;
ALUNO-1444;2.0;G;Escola Pública;Veterano;Ametista;6.911;8.5;6.3;7.5;4.5;7.5;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;7.1;10.0;Nível 2 (5o e 6o ano);0.0
ALUNO-1445;3.0;R;Escola Pública;Ingressante;Quartzo;5.494;8.8;4.7;7.5;3.3;7.1;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;5.3;5.0;Nível 4 (9o ano);-1.0
ALUNO-1446;;;;;;;;;;;;;;;;;;;;
ALUNO-1447;;;;;;;;;;;;;;;;;;;;
ALUNO-1448;;;;;;;;;;;;;;;;;;;;
ALUNO-1449;2.0;I;Escola Pública;Veterano;Quartzo;5.029;9.5;3.8;5.6;2.5;6.7;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;5.5;5.0;Nível 3 (7o e 8o ano);-1.0
ALUNO-1450;1.0;M;Escola Pública;Ingressante;Topázio;8.271;10.0;10.0;7.5;6.9;8.1;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não avaliado;Sim;9.2;5.0;Nível 2 (5o e 6o ano);-1.0
ALUNO-1451;;;;;;;;;;;;;;;;;;;;
ALUNO-1452;;;;;;;;;;;;;;;;;;;;
ALUNO-1453;2.0;M;Escola Pública;Veterano;Quartzo;2.767;0.0;0.4;7.5;0.0;7.5;Mantido na Fase atual;Não avaliado;Mantido na Fase atual;Não avaliado;Não;3.4;5.0;Nível 3 (7o e 8o ano);-1.0
ALUNO-1454;0.0;M;Escola Pública;Ingressante;Ágata;5.981;8.4;4.2;7.5;3.4;7.2;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;5.7;10.0;ALFA  (2o e 3o ano);0.0
ALUNO-1455;;;;;;;;;;;;;;;;;;;;
ALUNO-1456;;;;;;;;;;;;;;;;;;;;
ALUNO-1457;4.0;E;Escola Pública;Ingressante;Ágata;5.686;6.7;3.9;7.5;5.8;7.5;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não;5.4;5.0;Nível 5 (1o EM);-1.0
ALUNO-1458;5.0;F;Rede Decisão;Ingressante;Ágata;5.690;8.3;4.4;5.0;5.8;7.3;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não;5.3;5.0;Nível 6 (2o EM);-1.0
ALUNO-1459;;;;;;;;;;;;;;;;;;;;
ALUNO-1460;5.0;L;Rede Decisão;Veterano;Ametista;7.765;7.9;6.4;7.5;8.0;8.1;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;Promovido de Fase;Não;7.7;10.0;Nível 5 (1o EM);0.0
ALUNO-1461;3.0;L;Rede Decisão;Veterano;Ametista;6.890;8.8;6.4;6.3;4.4;7.7;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;7.3;10.0;Nível 3 (7o e 8o ano);0.0
ALUNO-1462;;;;;;;;;;;;;;;;;;;;
ALUNO-1463;;;;;;;;;;;;;;;;;;;;
ALUNO-1464;0.0;N;Escola Pública;Ingressante;Quartzo;5.113;9.0;5.0;0.0;3.6;2.5;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;6.2;10.0;ALFA  (2o e 3o ano);0.0
ALUNO-1465;2.0;N;Escola Pública;Veterano;Ametista;7.431;9.0;7.1;7.5;6.9;8.5;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;8.1;5.0;Nível 3 (7o e 8o ano);-1.0
ALUNO-1466;3.0;J;Rede Decisão;Veterano;Ametista;8.042;9.2;7.8;6.3;8.1;7.5;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;7.9;10.0;Nível 3 (7o e 8o ano);0.0
ALUNO-1467;3.0;A;Rede Decisão;Veterano;Ametista;8.085;9.2;8.1;8.8;7.6;8.1;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;Não avaliado;Sim;9.2;5.0;Nível 4 (9o ano);-1.0
ALUNO-1468;0.0;P;Escola Pública;Veterano;Ágata;6.421;9.0;5.8;7.5;4.2;7.5;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não avaliado;Não;7.6;5.0;Nível 2 (5o e 6o ano);-2.0
ALUNO-1469;5.0;B;Escola Pública;Ingressante;Ametista;7.002;8.8;4.4;7.5;6.2;8.0;Promovido de Fase;Mantido na Fase atual;Promovido de Fase + Bolsa;Mantido na Fase atual;Não;7.3;10.0;Nível 5 (1o EM);0.0
ALUNO-1470;3.0;G;Escola Pública;Ingressante;Ametista;7.360;7.5;6.1;7.5;6.8;7.7;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Não avaliado;Não;7.5;10.0;Nível 3 (7o e 8o ano);0.0
ALUNO-1471;1.0;J;Escola Pública;Veterano;Ametista;8.061;10.0;8.8;5.0;6.4;7.9;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;8.7;10.0;Nível 1 (4o ano);0.0
ALUNO-1472;;;;;;;;;;;;;;;;;;;;
ALUNO-1473;;;;;;;;;;;;;;;;;;;;
ALUNO-1474;2.0;G;Rede Decisão;Veterano;Topázio;9.107;9.0;8.8;8.8;9.3;8.5;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não avaliado;Sim;9.4;10.0;Nível 2 (5o e 6o ano);0.0
ALUNO-1475;4.0;E;Escola Pública;Veterano;Topázio;8.675;8.8;8.9;7.5;7.4;9.2;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase + Bolsa;Sim;9.3;10.0;Nível 4 (9o ano);0.0
ALUNO-1476;0.0;Q;Escola Pública;Ingressante;Ametista;7.985;10.0;10.0;7.5;6.4;7.8;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não avaliado;Não;8.3;5.0;Nível 2 (5o e 6o ano);-2.0
ALUNO-1477;4.0;G;Escola Pública;Veterano;Ágata;6.508;6.3;5.0;7.5;7.6;7.5;Promovido de Fase;Promovido de Fase;Promovido de Fase;Promovido de Fase;Não;6.8;5.0;Nível 5 (1o EM);-1.0
ALUNO-1478;;;;;;;;;;;;;;;;;;;;
ALUNO-1479;;;;;;;;;;;;;;;;;;;;
ALUNO-1480;;;;;;;;;;;;;;;;;;;;
ALUNO-1481;4.0;E;Escola Pública;Veterano;Quartzo;4.785;8.3;2.5;7.5;0.8;7.2;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não;4.1;10.0;Nível 3 (7o e 8o ano);1.0
ALUNO-1482;;;;;;;;;;;;;;;;;;;;
ALUNO-1483;4.0;G;Rede Decisão;Veterano;Ágata;6.872;7.1;4.7;6.9;6.8;7.8;Promovido de Fase;Promovido de Fase;Promovido de Fase;Promovido de Fase;Não;7.0;10.0;Nível 4 (9o ano);0.0
ALUNO-1484;;;;;;;;;;;;;;;;;;;;
ALUNO-1485;3.0;A;Escola Pública;Veterano;Quartzo;5.421;7.9;5.3;7.5;2.9;7.3;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;5.1;5.0;Nível 4 (9o ano);-1.0
ALUNO-1486;2.0;K;Escola Pública;Veterano;Ametista;6.983;8.5;5.4;7.5;6.5;8.3;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;8.3;5.0;Nível 3 (7o e 8o ano);-1.0
ALUNO-1487;;;;;;;;;;;;;;;;;;;;
ALUNO-1488;0.0;P;Escola Pública;Veterano;Ametista;7.360;8.0;5.8;7.5;6.8;7.8;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não avaliado;Não;7.5;10.0;ALFA  (2o e 3o ano);0.0
ALUNO-1489;;;;;;;;;;;;;;;;;;;;
ALUNO-1490;;;;;;;;;;;;;;;;;;;;
ALUNO-1491;1.0;F;Escola Pública;Ingressante;Ágata;6.546;7.5;7.1;7.5;3.2;7.9;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;8.5;5.0;Nível 2 (5o e 6o ano);-1.0
ALUNO-1492;;;;;;;;;;;;;;;;;;;;
ALUNO-1493;;;;;;;;;;;;;;;;;;;;
ALUNO-1494;5.0;A;Escola Pública;Ingressante;Ametista;7.440;9.2;7.5;7.5;6.5;7.8;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Mantido na Fase atual;Não;8.4;5.0;Nível 6 (2o EM);-1.0
ALUNO-1495;;;;;;;;;;;;;;;;;;;;
ALUNO-1496;3.0;G;Rede Decisão;Veterano;Ametista;8.065;8.3;9.2;6.3;8.4;8.1;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;Não avaliado;Não;8.9;5.0;Nível 5 (1o EM);-2.0
ALUNO-1497;3.0;B;Escola Pública;Ingressante;Topázio;8.401;9.6;7.2;7.5;8.5;7.7;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;Não avaliado;Não;8.9;10.0;Nível 3 (7o e 8o ano);0.0
ALUNO-1498;;;;;;;;;;;;;;;;;;;;
ALUNO-1499;;;;;;;;;;;;;;;;;;;;
ALUNO-1500;;;;;;;;;;;;;;;;;;;;
ALUNO-1501;2.0;F;Rede Decisão;Veterano;Topázio;8.921;9.5;10.0;7.5;8.9;9.8;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;Não avaliado;Sim;9.8;5.0;Nível 3 (7o e 8o ano);-1.0
ALUNO-1502;;;;;;;;;;;;;;;;;;;;
ALUNO-1503;2.0;A;Escola Pública;Ingressante;Topázio;9.211;9.5;10.0;7.5;8.9;8.1;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;Não avaliado;Sim;9.6;10.0;Nível 2 (5o e 6o ano);0.0
ALUNO-1504;3.0;R;Escola Pública;Veterano;Quartzo;5.424;7.9;4.2;7.5;3.9;6.9;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;5.4;5.0;Nível 5 (1o EM);-2.0
ALUNO-1505;2.0;D;Escola Pública;Veterano;Quartzo;5.500;8.0;3.8;7.5;4.3;7.5;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Não avaliado;Não;6.8;2.5;Nível 5 (1o EM);-3.0
ALUNO-1506;;;;;;;;;;;;;;;;;;;;
ALUNO-1507;;;;;;;;;;;;;;;;;;;;
ALUNO-1508;;;;;;;;;;;;;;;;;;;;
ALUNO-1509;3.0;M;Escola Pública;Veterano;Quartzo;5.450;8.8;3.1;7.5;3.3;6.7;Mantido na Fase atual;Alocado em Fase anterior;Mantido na Fase atual;Não avaliado;Não;4.4;10.0;Nível 3 (7o e 8o ano);0.0
ALUNO-1510;;;;;;;;;;;;;;;;;;;;
ALUNO-1511;2.0;K;Escola Pública;Veterano;Ágata;6.118;7.5;4.6;7.5;3.6;8.3;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;8.3;5.0;Nível 3 (7o e 8o ano);-1.0
ALUNO-1512;2.0;G;Rede Decisão;Ingressante;Topázio;8.533;9.5;9.2;8.8;7.9;8.5;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não avaliado;Sim;9.7;5.0;Nível 3 (7o e 8o ano);-1.0
ALUNO-1513;;;;;;;;;;;;;;;;;;;;
ALUNO-1514;5.0;F;Escola Pública;Veterano;Quartzo;5.341;7.1;6.1;5.0;3.3;7.2;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não;5.1;5.0;Nível 7 (3o EM);-2.0
ALUNO-1515;;;;;;;;;;;;;;;;;;;;
ALUNO-1516;;;;;;;;;;;;;;;;;;;;
ALUNO-1517;;;;;;;;;;;;;;;;;;;;
ALUNO-1518;4.0;A;Rede Decisão;Veterano;Topázio;8.650;10.0;8.3;7.5;7.5;8.8;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;Sim;9.3;10.0;Nível 4 (9o ano);0.0
ALUNO-1519;;;;;;;;;;;;;;;;;;;;
ALUNO-1520;2.0;I;Escola Pública;Veterano;Quartzo;5.531;6.3;5.8;5.0;4.1;7.5;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;5.8;5.0;Nível 3 (7o e 8o ano);-1.0
ALUNO-1521;1.0;E;Escola Pública;Veterano;Ágata;6.506;8.0;7.9;7.5;3.9;7.3;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Não avaliado;Não;6.8;5.0;Nível 2 (5o e 6o ano);-1.0
ALUNO-1522;3.0;L;Rede Decisão;Veterano;Ametista;7.211;7.9;7.5;6.3;8.2;7.9;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;Não avaliado;Não;8.1;2.5;Nível 6 (2o EM);-3.0
ALUNO-1523;;;;;;;;;;;;;;;;;;;;
ALUNO-1524;4.0;E;Escola Pública;Veterano;Ágata;5.943;8.3;6.7;7.5;2.3;7.3;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não;4.2;10.0;Nível 4 (9o ano);0.0
ALUNO-1525;2.0;R;Escola Pública;Veterano;Quartzo;2.468;0.0;0.4;6.3;0.0;6.9;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;4.1;2.5;Nível 6 (2o EM);-4.0
ALUNO-1526;3.0;R;Escola Pública;Ingressante;Ametista;7.250;9.2;7.5;7.5;6.5;7.5;Promovido de Fase;Promovido de Fase;Promovido de Fase;Não avaliado;Não;7.7;5.0;Nível 4 (9o ano);-1.0
ALUNO-1527;;;;;;;;;;;;;;;;;;;;
ALUNO-1528;;;;;;;;;;;;;;;;;;;;
ALUNO-1529;;;;;;;;;;;;;;;;;;;;
ALUNO-1530;0.0;Q;Escola Pública;Ingressante;Topázio;9.046;9.5;10.0;7.5;7.9;8.8;Promovido de Fase + Bolsa;Mantido na Fase atual;Não avaliado;Não avaliado;Sim;9.4;10.0;ALFA  (2o e 3o ano);0.0
ALUNO-1531;0.0;K;Escola Pública;Veterano;Ametista;7.133;8.5;6.7;7.5;6.6;8.8;Mantido na Fase atual;Não avaliado;Não avaliado;Não avaliado;Não;7.5;5.0;Nível 1 (4o ano);-1.0
ALUNO-1532;;;;;;;;;;;;;;;;;;;;
ALUNO-1533;1.0;J;Escola Pública;Ingressante;Ametista;6.993;8.5;5.8;7.5;5.1;8.1;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Não avaliado;Não;6.9;10.0;Nível 1 (4o ano);0.0
ALUNO-1534;;;;;;;;;;;;;;;;;;;;
ALUNO-1535;1.0;E;Escola Pública;Veterano;Topázio;9.176;10.0;10.0;5.0;9.1;9.0;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Não avaliado;Sim;9.8;10.0;Nível 1 (4o ano);0.0
ALUNO-1536;;;;;;;;;;;;;;;;;;;;
ALUNO-1537;1.0;G;Escola Pública;Ingressante;Quartzo;4.769;10.0;2.5;7.5;0.0;7.2;Não avaliado;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;6.5;5.0;Nível 2 (5o e 6o ano);-1.0
ALUNO-1538;;;;;;;;;;;;;;;;;;;;
ALUNO-1539;2.0;B;Rede Decisão;Veterano;Ametista;7.196;8.0;8.3;7.5;6.3;7.5;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;7.3;5.0;Nível 3 (7o e 8o ano);-1.0
ALUNO-1540;0.0;Q;Escola Pública;Ingressante;Ametista;8.075;10.0;10.0;7.5;7.1;7.5;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;8.3;5.0;Nível 2 (5o e 6o ano);-2.0
ALUNO-1541;2.0;F;Escola Pública;Veterano;Ametista;7.275;9.0;7.5;7.5;3.9;7.7;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;7.8;10.0;Nível 2 (5o e 6o ano);0.0
ALUNO-1542;2.0;E;Escola Pública;Veterano;Ágata;6.231;7.9;5.0;7.5;4.4;7.9;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;7.6;5.0;Nível 3 (7o e 8o ano);-1.0
ALUNO-1543;;;;;;;;;;;;;;;;;;;;
ALUNO-1544;;;;;;;;;;;;;;;;;;;;
ALUNO-1545;2.0;C;Escola Pública;Veterano;Ametista;7.549;9.0;7.5;7.5;7.6;7.9;Promovido de Fase;Promovido de Fase;Promovido de Fase;Não avaliado;Sim;9.2;2.5;Nível 5 (1o EM);-3.0
ALUNO-1546;0.0;O;Escola Pública;Ingressante;Ametista;6.958;8.0;6.7;7.5;4.4;7.5;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;7.3;10.0;ALFA  (2o e 3o ano);0.0
ALUNO-1547;;;;;;;;;;;;;;;;;;;;
ALUNO-1548;5.0;B;Rede Decisão;Veterano;Ametista;8.073;8.8;6.1;7.5;8.2;8.6;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Mantido na Fase atual;Não;8.7;10.0;Nível 5 (1o EM);0.0
ALUNO-1549;;;;;;;;;;;;;;;;;;;;
ALUNO-1550;0.0;T;Escola Pública;Ingressante;Topázio;8.758;9.5;10.0;7.5;6.6;8.1;Promovido de Fase;Promovido de Fase;Não avaliado;Não avaliado;Sim;9.7;10.0;ALFA  (2o e 3o ano);0.0
ALUNO-1551;2.0;N;Rede Decisão;Veterano;Ametista;7.207;8.5;7.1;7.5;3.9;7.9;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;8.1;10.0;Nível 2 (5o e 6o ano);0.0
ALUNO-1552;1.0;M;Escola Pública;Veterano;Ametista;7.760;9.0;10.0;7.5;4.9;8.1;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Não avaliado;Sim;9.1;5.0;Nível 2 (5o e 6o ano);-1.0
ALUNO-1553;3.0;M;Escola JP II;Veterano;Quartzo;4.286;7.9;2.8;6.3;1.2;6.3;Mantido na Fase atual;Alocado em Fase anterior;Mantido na Fase atual;Não avaliado;Não;4.8;5.0;Nível 4 (9o ano);-1.0
ALUNO-1554;2.0;L;Escola Pública;Veterano;Quartzo;4.186;0.0;2.5;7.5;1.0;7.9;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;7.2;5.0;Nível 3 (7o e 8o ano);-1.0
ALUNO-1555;0.0;S;Escola Pública;Ingressante;Ágata;6.733;9.0;5.0;7.5;6.0;7.5;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;8.2;5.0;Nível 1 (4o ano);-1.0
ALUNO-1556;5.0;L;Rede Decisão;Veterano;Ametista;7.482;9.2;7.5;7.5;7.3;8.1;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não;7.7;5.0;Nível 6 (2o EM);-1.0
ALUNO-1557;3.0;F;Escola Pública;Veterano;Ágata;6.418;10.0;3.9;7.5;3.6;7.3;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;7.2;10.0;Nível 3 (7o e 8o ano);0.0
ALUNO-1558;5.0;B;Rede Decisão;Veterano;Topázio;8.506;10.0;7.8;7.5;7.9;8.8;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Mantido na Fase atual;Não;8.8;10.0;Nível 4 (9o ano);1.0
ALUNO-1559;1.0;M;Escola Pública;Veterano;Ametista;7.351;9.5;10.0;7.5;3.6;7.7;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Não avaliado;Não;8.3;5.0;Nível 3 (7o e 8o ano);-2.0
ALUNO-1560;;;;;;;;;;;;;;;;;;;;
ALUNO-1561;0.0;K;Escola Pública;Ingressante;Ágata;5.825;8.5;8.3;4.4;4.4;2.5;Mantido na Fase atual;Alocado em Fase anterior;Não avaliado;Não avaliado;Não;6.2;5.0;Nível 1 (4o ano);-1.0
ALUNO-1562;3.0;H;Escola Pública;Ingressante;Quartzo;5.506;6.7;3.1;6.9;5.8;7.3;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;5.7;5.0;Nível 4 (9o ano);-1.0
ALUNO-1563;2.0;M;Escola Pública;Veterano;Quartzo;4.335;0.0;5.4;5.6;1.6;7.8;Mantido na Fase atual;Não avaliado;Mantido na Fase atual;Não avaliado;Não;5.4;5.0;Nível 3 (7o e 8o ano);-1.0
ALUNO-1564;;;;;;;;;;;;;;;;;;;;
ALUNO-1565;;;;;;;;;;;;;;;;;;;;
ALUNO-1566;6.0;A;Rede Decisão;Veterano;Ágata;6.315;7.5;7.2;2.5;5.3;7.7;Alocado em Fase anterior;Promovido de Fase;Não avaliado;Mantido na Fase atual;Não;5.2;10.0;Nível 6 (2o EM);0.0
ALUNO-1567;;;;;;;;;;;;;;;;;;;;
ALUNO-1568;0.0;K;Escola Pública;Veterano;Ágata;6.598;9.0;8.3;4.4;6.6;5.3;Mantido na Fase atual;Alocado em Fase anterior;Não avaliado;Não avaliado;Não;6.2;5.0;Nível 1 (4o ano);-1.0
ALUNO-1569;;;;;;;;;;;;;;;;;;;;
ALUNO-1570;;;;;;;;;;;;;;;;;;;;
ALUNO-1571;6.0;C;Escola Pública;Ingressante;Ágata;6.644;7.1;7.2;5.6;7.3;6.9;Mantido na Fase atual;Promovido de Fase;Alocado em Fase anterior;Promovido de Fase;Não;6.5;5.0;Nível 7 (3o EM);-1.0
ALUNO-1572;;;;;;;;;;;;;;;;;;;;
ALUNO-1573;3.0;A;Escola Pública;Ingressante;Ágata;5.683;8.8;4.4;4.4;4.5;6.0;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;4.9;10.0;Nível 3 (7o e 8o ano);0.0
ALUNO-1574;;;;;;;;;;;;;;;;;;;;
ALUNO-1575;;;;;;;;;;;;;;;;;;;;
ALUNO-1576;2.0;M;Escola Pública;Veterano;Ágata;6.850;8.5;7.9;7.5;4.9;8.1;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;6.8;5.0;Nível 3 (7o e 8o ano);-1.0
ALUNO-1577;2.0;R;Escola Pública;Veterano;Ametista;7.444;7.5;8.3;8.1;4.6;7.9;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Não avaliado;Não;7.6;10.0;Nível 2 (5o e 6o ano);0.0
ALUNO-1578;3.0;B;Rede Decisão;Veterano;Ametista;8.151;9.2;7.5;7.5;6.6;8.1;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;Não avaliado;Sim;9.3;10.0;Nível 3 (7o e 8o ano);0.0
ALUNO-1579;1.0;G;Escola Pública;Veterano;Ametista;7.713;9.5;9.6;7.5;4.8;8.1;Mantido na Fase atual;Mantido na Fase + Bolsa;Promovido de Fase;Não avaliado;Sim;9.2;5.0;Nível 2 (5o e 6o ano);-1.0
ALUNO-1580;;;;;;;;;;;;;;;;;;;;
ALUNO-1581;;;;;;;;;;;;;;;;;;;;
ALUNO-1582;;;;;;;;;;;;;;;;;;;;
ALUNO-1583;2.0;L;Escola Pública;Veterano;Ágata;6.243;8.0;7.1;7.5;2.8;7.9;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;7.1;5.0;Nível 4 (9o ano);-2.0
ALUNO-1584;;;;;;;;;;;;;;;;;;;;
ALUNO-1585;;;;;;;;;;;;;;;;;;;;
ALUNO-1586;2.0;A;Escola Pública;Veterano;Topázio;8.586;9.5;10.0;7.5;6.2;7.7;Mantido na Fase atual;Promovido de Fase + Bolsa;Mantido na Fase atual;Não avaliado;Sim;9.4;10.0;Nível 2 (5o e 6o ano);0.0
ALUNO-1587;;;;;;;;;;;;;;;;;;;;
ALUNO-1588;3.0;C;Escola Pública;Veterano;Ametista;7.069;8.8;5.0;7.5;7.2;8.3;Promovido de Fase;Promovido de Fase;Promovido de Fase;Não avaliado;Não;8.4;5.0;Nível 5 (1o EM);-2.0
ALUNO-1589;3.0;J;Escola Pública;Veterano;Ametista;7.724;9.2;8.3;7.5;7.7;7.7;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;Não avaliado;Não;7.9;5.0;Nível 5 (1o EM);-2.0
ALUNO-1590;1.0;J;Escola Pública;Veterano;Ametista;7.990;9.0;9.6;7.5;6.5;8.1;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Não avaliado;Sim;9.1;5.0;Nível 2 (5o e 6o ano);-1.0
ALUNO-1591;;;;;;;;;;;;;;;;;;;;
ALUNO-1592;;;;;;;;;;;;;;;;;;;;
ALUNO-1593;0.0;T;Escola Pública;Ingressante;Topázio;8.396;9.5;10.0;7.5;7.3;8.1;Promovido de Fase;Promovido de Fase;Não avaliado;Não avaliado;Sim;9.7;5.0;Nível 1 (4o ano);-1.0
ALUNO-1594;1.0;A;Rede Decisão;Veterano;Topázio;8.846;8.5;10.0;7.5;8.4;7.7;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Sim;9.0;10.0;Nível 1 (4o ano);0.0
ALUNO-1595;1.0;E;Escola Pública;Ingressante;Quartzo;4.088;0.0;2.1;8.1;1.7;6.9;Mantido na Fase atual;Não avaliado;Mantido na Fase atual;Não avaliado;Não;6.7;5.0;Nível 3 (7o e 8o ano);-2.0
