NOME;FASE_2021;TURMA_2021;INSTITUICAO_ENSINO_ALUNO_2021;SINALIZADOR_INGRESSANTE_2021;PEDRA_2021;INDE_2021;IAA_2021;IEG_2021;IPS_2021;IDA_2021;IPP_2021;REC_EQUIPE_1_2021;REC_EQUIPE_2_2021;REC_EQUIPE_3_2021;REC_EQUIPE_4_2021;PONTO_VIRADA_2021;IPV_2021;IAN_2021;NIVEL_IDEAL_2021;DEFASAGEM_2021
ALUNO-1083;;;;;;;;;;;;;;;;;;;;
ALUNO-1084;;;;;;;;;;;;;;;;;;;;
ALUNO-1085;3.0;M;Escola Pública;Ingressante;Ágata;6.854;8.3;5.3;7.5;5.9;7.3;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;6.6;10.0;Nível 3 (7o e 8o ano);0.0
ALUNO-1086;;;;;;;;;;;;;;;;;;;;
ALUNO-1087;2.0;E;Escola Pública;Veterano;Ametista;7.326;8.0;5.0;7.5;8.0;8.5;Promovido de Fase;Promovido de Fase;Promovido de Fase;Não avaliado;Sim;9.1;5.0;Nível 3 (7o e 8o ano);-1.0
ALUNO-1088;;;;;;;;;;;;;;;;;;;;
ALUNO-1089;;;;;;;;;;;;;;;;;;;;
ALUNO-1090;;;;;;;;;;;;;;;;;;;;
ALUNO-1091;0.0;O;Escola Pública;Ingressante;Ametista;8.231;10.0;8.3;7.5;6.5;7.8;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;8.7;10.0;ALFA  (2o e 3o ano);0.0
ALUNO-1092;2.0;A;Escola Pública;Veterano;Ágata;6.306;0.0;7.5;4.4;4.7;7.1;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;8.6;10.0;Nível 2 (5o e 6o ano);0.0
ALUNO-1093;6.0;C;Rede Decisão;Veterano;Ametista;7.376;9.2;6.9;5.0;6.5;6.9;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;Não;7.9;10.0;Nível 6 (2o EM);0.0
ALUNO-1094;;;;;;;;;;;;;;;;;;;;
ALUNO-1095;4.0;F;Escola Pública;Veterano;Ágata;6.392;7.9;4.4;7.5;4.8;7.0;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não;6.5;10.0;Nível 4 (9o ano);0.0
ALUNO-1096;;;;;;;;;;;;;;;;;;;;
ALUNO-1097;;;;;;;;;;;;;;;;;;;;
ALUNO-1098;3.0;G;Escola Pública;Veterano;Ametista;8.196;7.9;8.9;6.3;9.1;9.0;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;Não avaliado;Não;8.9;5.0;Nível 4 (9o ano);-1.0
ALUNO-1099;;;;;;;;;;;;;;;;;;;;
ALUNO-1100;2.0;E;Escola Pública;Veterano;Ágata;6.360;8.0;5.4;7.5;4.9;7.5;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Não avaliado;Não;7.4;5.0;Nível 3 (7o e 8o ano);-1.0
ALUNO-1101;4.0;L;Escola Pública;Veterano;Quartzo;4.712;9.2;4.4;5.6;1.5;7.2;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não;4.2;5.0;Nível 5 (1o EM);-1.0
ALUNO-1102;7.0;A;Escola Pública;Ingressante;Topázio;8.276;9.6;9.4;7.5;6.4;8.1;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Não;7.9;10.0;ERRO;0.0
ALUNO-1103;2.0;B;Rede Decisão;Veterano;Topázio;8.858;9.5;10.0;7.5;8.1;7.5;Promovido de Fase;Promovido de Fase;Promovido de Fase;Não avaliado;Não;8.9;10.0;Nível 2 (5o e 6o ano);0.0
ALUNO-1104;4.0;A;Escola Pública;Ingressante;Quartzo;5.216;8.8;5.8;0.0;3.9;7.7;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não;5.7;5.0;Nível 6 (2o EM);-2.0
ALUNO-1105;3.0;G;Rede Decisão;Veterano;Ametista;7.110;8.8;7.5;5.6;4.2;7.5;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;7.9;10.0;Nível 3 (7o e 8o ano);0.0
ALUNO-1106;6.0;C;Rede Decisão;Veterano;Ametista;7.441;6.7;7.8;4.4;7.7;7.8;Promovido de Fase;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;Não;7.3;10.0;Nível 6 (2o EM);0.0
ALUNO-1107;4.0;E;Escola Pública;Veterano;Quartzo;4.151;10.0;2.8;5.0;1.7;5.6;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Alocado em Fase anterior;Não;3.5;5.0;Nível 5 (1o EM);-1.0
ALUNO-1108;;;;;;;;;;;;;;;;;;;;
ALUNO-1109;0.0;I;Escola Pública;Veterano;Ametista;7.052;9.5;8.3;6.3;6.1;7.8;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;6.6;5.0;Nível 2 (5o e 6o ano);-2.0
ALUNO-1110;;;;;;;;;;;;;;;;;;;;
ALUNO-1111;0.0;R;Escola Pública;Ingressante;Ametista;6.915;9.5;5.8;7.5;6.3;7.2;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não avaliado;Não;7.8;5.0;Nível 2 (5o e 6o ano);-2.0
ALUNO-1112;1.0;C;Escola Pública;Ingressante;Ametista;7.418;8.5;9.2;8.8;3.6;8.1;Promovido de Fase;Promovido de Fase;Mantido na Fase + Bolsa;Não avaliado;Sim;9.1;5.0;Nível 2 (5o e 6o ano);-1.0
ALUNO-1113;3.0;M;Escola Pública;Veterano;Quartzo;5.435;8.8;3.9;7.5;2.6;7.3;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;6.4;5.0;Nível 5 (1o EM);-2.0
ALUNO-1114;;;;;;;;;;;;;;;;;;;;
ALUNO-1115;3.0;R;Escola Pública;Veterano;Ágata;6.190;7.9;5.8;5.0;6.6;7.3;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;5.9;5.0;Nível 4 (9o ano);-1.0
ALUNO-1116;2.0;C;Escola Pública;Veterano;Ágata;6.007;9.5;3.8;7.5;3.8;7.5;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;7.7;5.0;Nível 3 (7o e 8o ano);-1.0
ALUNO-1117;6.0;A;Rede Decisão;Veterano;Ametista;8.201;8.3;8.6;6.3;9.0;9.4;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;Não;8.9;5.0;Nível 7 (3o EM);-1.0
ALUNO-1118;;;;;;;;;;;;;;;;;;;;
ALUNO-1119;;;;;;;;;;;;;;;;;;;;
ALUNO-1120;;;;;;;;;;;;;;;;;;;;
ALUNO-1121;2.0;F;Escola Pública;Veterano;Ametista;7.260;9.0;6.7;7.5;7.4;8.1;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;7.4;5.0;Nível 3 (7o e 8o ano);-1.0
ALUNO-1122;4.0;F;Rede Decisão;Veterano;Ágata;6.053;7.1;5.3;6.9;5.2;7.2;Promovido de Fase;Promovido de Fase;Promovido de Fase;Promovido de Fase;Não;6.7;5.0;Nível 6 (2o EM);-2.0
ALUNO-1123;;;;;;;;;;;;;;;;;;;;
ALUNO-1124;5.0;A;Escola Pública;Veterano;Ametista;7.593;7.9;8.1;7.5;7.2;7.7;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Mantido na Fase atual;Não;8.7;5.0;Nível 6 (2o EM);-1.0
ALUNO-1125;3.0;B;Rede Decisão;Veterano;Quartzo;4.257;6.7;2.8;3.1;2.5;4.6;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;3.8;10.0;Nível 3 (7o e 8o ano);0.0
ALUNO-1126;;;;;;;;;;;;;;;;;;;;
ALUNO-1127;;;;;;;;;;;;;;;;;;;;
ALUNO-1128;1.0;C;Escola Pública;Veterano;Quartzo;3.729;0.0;3.3;5.6;1.2;7.3;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;5.2;5.0;Nível 2 (5o e 6o ano);-1.0
ALUNO-1129;;;;;;;;;;;;;;;;;;;;
ALUNO-1130;;;;;;;;;;;;;;;;;;;;
ALUNO-1131;3.0;D;Escola Pública;Ingressante;Ametista;7.878;9.2;7.2;7.5;6.4;7.9;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;8.5;10.0;Nível 3 (7o e 8o ano);0.0
ALUNO-1132;4.0;G;Rede Decisão;Veterano;Topázio;8.499;8.8;9.2;7.5;7.4;8.9;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;Não;8.3;10.0;Nível 4 (9o ano);0.0
ALUNO-1133;0.0;S;Escola Pública;Ingressante;Ametista;7.767;8.5;8.3;7.5;6.0;7.5;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;7.8;10.0;ALFA  (2o e 3o ano);0.0
ALUNO-1134;1.0;A;Escola Pública;Veterano;Ágata;6.868;9.0;8.3;6.9;6.4;7.5;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;5.4;5.0;Nível 2 (5o e 6o ano);-1.0
ALUNO-1135;4.0;G;Rede Decisão;Veterano;Topázio;8.475;8.3;8.9;7.5;6.6;9.2;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;Sim;9.4;10.0;Nível 4 (9o ano);0.0
ALUNO-1136;1.0;C;Escola Pública;Veterano;Topázio;8.699;9.0;9.2;8.8;7.2;8.8;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;8.9;10.0;Nível 1 (4o ano);0.0
ALUNO-1137;;;;;;;;;;;;;;;;;;;;
ALUNO-1138;;;;;;;;;;;;;;;;;;;;
ALUNO-1139;;;;;;;;;;;;;;;;;;;;
ALUNO-1140;;;;;;;;;;;;;;;;;;;;
ALUNO-1141;;;;;;;;;;;;;;;;;;;;
ALUNO-1142;;;;;;;;;;;;;;;;;;;;
ALUNO-1143;;;;;;;;;;;;;;;;;;;;
ALUNO-1144;2.0;H;Escola Pública;Veterano;Ametista;7.349;9.0;8.8;4.4;6.9;7.3;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Não avaliado;Não;8.2;5.0;Nível 4 (9o ano);-2.0
ALUNO-1145;;;;;;;;;;;;;;;;;;;;
ALUNO-1146;;;;;;;;;;;;;;;;;;;;
ALUNO-1147;;;;;;;;;;;;;;;;;;;;
ALUNO-1148;;;;;;;;;;;;;;;;;;;;
ALUNO-1149;4.0;F;Escola Pública;Veterano;Ágata;6.624;9.2;5.8;7.5;5.8;7.7;Promovido de Fase;Promovido de Fase;Promovido de Fase;Promovido de Fase;Não;6.9;5.0;Nível 6 (2o EM);-2.0
ALUNO-1150;0.0;Q;Escola Pública;Ingressante;Ametista;7.965;9.0;10.0;7.5;7.2;8.4;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não avaliado;Não;7.7;5.0;Nível 2 (5o e 6o ano);-2.0
ALUNO-1151;5.0;F;Escola Pública;Ingressante;Quartzo;3.146;0.0;1.7;5.0;1.5;6.9;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Não avaliado;Não;4.2;5.0;Nível 7 (3o EM);-2.0
ALUNO-1152;2.0;I;Escola Pública;Veterano;Ágata;5.990;9.0;5.0;7.5;4.5;7.3;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;6.1;5.0;Nível 3 (7o e 8o ano);-1.0
ALUNO-1153;3.0;F;Escola Pública;Veterano;Ágata;6.642;9.2;6.4;7.5;5.5;7.1;Promovido de Fase + Bolsa;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;6.9;5.0;Nível 4 (9o ano);-1.0
ALUNO-1154;;;;;;;;;;;;;;;;;;;;
ALUNO-1155;;;;;;;;;;;;;;;;;;;;
ALUNO-1156;;;;;;;;;;;;;;;;;;;;
ALUNO-1157;;;;;;;;;;;;;;;;;;;;
ALUNO-1158;;;;;;;;;;;;;;;;;;;;
ALUNO-1159;;;;;;;;;;;;;;;;;;;;
ALUNO-1160;0.0;I;Escola Pública;Veterano;Quartzo;4.946;9.0;6.7;5.0;2.6;2.5;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;4.8;5.0;Nível 2 (5o e 6o ano);-2.0
ALUNO-1161;;;;;;;;;;;;;;;;;;;;
ALUNO-1162;;;;;;;;;;;;;;;;;;;;
ALUNO-1163;5.0;B;Escola Pública;Veterano;Quartzo;4.169;6.7;4.7;0.0;3.0;7.5;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Promovido de Fase;Não;3.5;5.0;Nível 7 (3o EM);-2.0
ALUNO-1164;2.0;J;Escola Pública;Ingressante;Ametista;7.743;9.5;8.8;7.5;6.3;8.5;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;8.4;5.0;Nível 3 (7o e 8o ano);-1.0
ALUNO-1165;2.0;P;Escola Pública;Veterano;Ágata;6.482;8.5;5.0;7.5;4.0;7.7;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;6.6;10.0;Nível 2 (5o e 6o ano);0.0
ALUNO-1166;5.0;B;Escola Pública;Ingressante;Ágata;5.756;9.2;5.3;7.5;2.8;7.5;Promovido de Fase;Mantido na Fase atual;Promovido de Fase + Bolsa;Mantido na Fase atual;Não;6.1;5.0;Nível 7 (3o EM);-2.0
ALUNO-1167;;;;;;;;;;;;;;;;;;;;
ALUNO-1168;5.0;B;Escola Pública;Ingressante;Ametista;7.382;8.3;8.1;7.5;6.7;8.1;Promovido de Fase;Mantido na Fase atual;Promovido de Fase + Bolsa;Promovido de Fase;Não;7.7;5.0;Nível 6 (2o EM);-1.0
ALUNO-1169;2.0;R;Escola Pública;Veterano;Ametista;7.571;9.0;7.9;6.3;7.8;8.1;Promovido de Fase;Promovido de Fase;Promovido de Fase;Não avaliado;Não;8.0;5.0;Nível 3 (7o e 8o ano);-1.0
ALUNO-1170;1.0;F;Escola Pública;Veterano;Quartzo;5.188;8.5;4.2;7.5;0.7;7.5;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;6.8;5.0;Nível 2 (5o e 6o ano);-1.0
ALUNO-1171;;;;;;;;;;;;;;;;;;;;
ALUNO-1172;1.0;J;Escola Pública;Ingressante;Ágata;6.469;9.5;4.2;7.5;5.1;8.1;Promovido de Fase;Promovido de Fase;Promovido de Fase;Não avaliado;Não;8.1;5.0;Nível 2 (5o e 6o ano);-1.0
ALUNO-1173;;;;;;;;;;;;;;;;;;;;
ALUNO-1174;;;;;;;;;;;;;;;;;;;;
ALUNO-1175;1.0;J;Escola Pública;Veterano;Ametista;7.690;9.5;9.6;5.0;6.4;7.9;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Não avaliado;Não;8.7;5.0;Nível 2 (5o e 6o ano);-1.0
ALUNO-1176;3.0;R;Escola Pública;Veterano;Ametista;7.850;9.2;7.8;7.5;6.3;7.5;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;8.1;10.0;Nível 3 (7o e 8o ano);0.0
ALUNO-1177;2.0;N;Escola Pública;Veterano;Ametista;7.653;8.5;7.5;7.5;4.9;8.5;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;8.6;10.0;Nível 2 (5o e 6o ano);0.0
ALUNO-1178;5.0;A;Escola Pública;Ingressante;Ametista;7.196;7.1;7.5;7.5;6.3;8.1;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;Não;8.3;5.0;Nível 6 (2o EM);-1.0
ALUNO-1179;1.0;E;Escola Pública;Veterano;Ágata;5.667;8.5;5.0;7.5;1.0;8.3;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;7.7;5.0;Nível 2 (5o e 6o ano);-1.0
ALUNO-1180;1.0;G;Escola Pública;Ingressante;Ametista;7.118;7.0;8.8;7.5;4.8;8.1;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;8.3;5.0;Nível 2 (5o e 6o ano);-1.0
ALUNO-1181;;;;;;;;;;;;;;;;;;;;
ALUNO-1182;;;;;;;;;;;;;;;;;;;;
ALUNO-1183;2.0;F;Escola Pública;Veterano;Ametista;7.154;8.5;7.1;7.5;4.9;7.3;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;7.2;10.0;Nível 2 (5o e 6o ano);0.0
ALUNO-1184;;;;;;;;;;;;;;;;;;;;
ALUNO-1185;;;;;;;;;;;;;;;;;;;;
ALUNO-1186;;;;;;;;;;;;;;;;;;;;
ALUNO-1187;;;;;;;;;;;;;;;;;;;;
ALUNO-1188;;;;;;;;;;;;;;;;;;;;
ALUNO-1189;;;;;;;;;;;;;;;;;;;;
ALUNO-1190;;;;;;;;;;;;;;;;;;;;
ALUNO-1191;4.0;G;Rede Decisão;Veterano;Topázio;8.292;9.6;8.3;7.5;7.0;8.8;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;Não;8.2;10.0;Nível 3 (7o e 8o ano);1.0
ALUNO-1192;;;;;;;;;;;;;;;;;;;;
ALUNO-1193;0.0;S;Escola Pública;Ingressante;Ametista;8.123;8.5;10.0;7.5;7.6;7.8;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não avaliado;Não;8.6;5.0;Nível 2 (5o e 6o ano);-2.0
ALUNO-1194;;;;;;;;;;;;;;;;;;;;
ALUNO-1195;;;;;;;;;;;;;;;;;;;;
ALUNO-1196;2.0;N;Escola Pública;Ingressante;Ágata;6.583;7.0;6.3;7.5;3.6;7.7;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;7.0;10.0;Nível 2 (5o e 6o ano);0.0
ALUNO-1197;4.0;A;Rede Decisão;Veterano;Ágata;6.759;6.3;6.7;7.5;6.4;7.3;Promovido de Fase;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não;5.2;10.0;Nível 3 (7o e 8o ano);1.0
ALUNO-1198;;;;;;;;;;;;;;;;;;;;
ALUNO-1199;;;;;;;;;;;;;;;;;;;;
ALUNO-1200;;;;;;;;;;;;;;;;;;;;
ALUNO-1201;;;;;;;;;;;;;;;;;;;;
ALUNO-1202;2.0;H;Escola Pública;Veterano;Ametista;7.215;9.0;7.5;7.5;4.6;7.1;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;7.2;10.0;Nível 2 (5o e 6o ano);0.0
ALUNO-1203;;;;;;;;;;;;;;;;;;;;
ALUNO-1204;;;;;;;;;;;;;;;;;;;;
ALUNO-1205;2.0;L;Escola Pública;Veterano;Quartzo;5.185;0.0;5.8;7.5;4.3;7.3;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;5.9;5.0;Nível 3 (7o e 8o ano);-1.0
ALUNO-1206;;;;;;;;;;;;;;;;;;;;
ALUNO-1207;;;;;;;;;;;;;;;;;;;;
ALUNO-1208;;;;;;;;;;;;;;;;;;;;
ALUNO-1209;;;;;;;;;;;;;;;;;;;;
ALUNO-1210;2.0;F;Rede Decisão;Veterano;Topázio;9.021;10.0;10.0;7.5;9.1;9.8;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;Não avaliado;Sim;9.8;5.0;Nível 3 (7o e 8o ano);-1.0
ALUNO-1211;2.0;G;Rede Decisão;Veterano;Ametista;7.644;9.5;8.3;5.0;8.1;7.9;Promovido de Fase;Promovido de Fase;Promovido de Fase;Não avaliado;Não;8.1;5.0;Nível 3 (7o e 8o ano);-1.0
ALUNO-1212;;;;;;;;;;;;;;;;;;;;
ALUNO-1213;3.0;D;Escola Pública;Ingressante;Ágata;6.387;7.1;6.1;7.5;5.0;7.3;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;7.4;5.0;Nível 4 (9o ano);-1.0
ALUNO-1214;2.0;C;Escola Pública;Ingressante;Quartzo;5.511;0.0;6.3;7.5;6.0;6.7;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;5.7;5.0;Nível 3 (7o e 8o ano);-1.0
ALUNO-1215;0.0;S;Escola Pública;Veterano;Ametista;7.440;10.0;6.7;7.5;7.1;7.8;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não avaliado;Não;8.3;5.0;Nível 1 (4o ano);-1.0
ALUNO-1216;3.0;R;Escola Pública;Veterano;Ágata;5.539;8.3;5.3;7.5;3.0;7.1;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;5.5;5.0;Nível 4 (9o ano);-1.0
ALUNO-1217;;;;;;;;;;;;;;;;;;;;
ALUNO-1218;4.0;A;Rede Decisão;Ingressante;Ametista;7.044;8.8;7.8;6.9;6.5;7.3;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;Mantido na Fase atual;Não;7.0;5.0;Nível 6 (2o EM);-2.0
ALUNO-1219;;;;;;;;;;;;;;;;;;;;
ALUNO-1220;;;;;;;;;;;;;;;;;;;;
ALUNO-1221;;;;;;;;;;;;;;;;;;;;
ALUNO-1222;1.0;C;Escola Pública;Ingressante;Topázio;8.268;9.5;9.2;7.5;7.2;8.8;Promovido de Fase;Promovido de Fase;Promovido de Fase;Não avaliado;Sim;9.6;5.0;Nível 2 (5o e 6o ano);-1.0
ALUNO-1223;;;;;;;;;;;;;;;;;;;;
ALUNO-1224;4.0;A;Rede Decisão;Ingressante;Ametista;7.895;9.6;6.7;7.5;7.5;8.3;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;Mantido na Fase atual;Não;7.7;10.0;Nível 3 (7o e 8o ano);1.0
ALUNO-1225;2.0;K;Escola Pública;Ingressante;Ametista;7.599;9.0;8.3;7.5;6.6;8.1;Promovido de Fase;Promovido de Fase;Promovido de Fase;Não avaliado;Não;8.2;5.0;Nível 3 (7o e 8o ano);-1.0
ALUNO-1226;3.0;H;Escola Pública;Ingressante;Ágata;5.735;9.6;3.9;5.0;3.8;7.3;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;5.1;10.0;Nível 3 (7o e 8o ano);0.0
ALUNO-1227;2.0;A;Rede Decisão;Veterano;Ametista;7.497;9.0;7.1;7.5;7.1;7.5;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;8.8;5.0;Nível 3 (7o e 8o ano);-1.0
ALUNO-1228;7.0;A;Rede Decisão;Veterano;Ametista;7.878;9.2;8.9;5.6;6.4;8.1;Promovido de Fase + Bolsa;Mantido na Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Não;7.6;10.0;Nível 7 (3o EM);0.0
ALUNO-1229;;;;;;;;;;;;;;;;;;;;
ALUNO-1230;4.0;G;Escola Pública;Veterano;Ágata;6.853;10.0;4.7;7.5;3.9;8.8;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;Não;7.5;10.0;Nível 4 (9o ano);0.0
ALUNO-1231;0.0;J;Escola Pública;Ingressante;Ametista;8.008;9.5;10.0;7.5;6.9;7.5;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não avaliado;Não;8.4;5.0;Nível 1 (4o ano);-1.0
ALUNO-1232;;;;;;;;;;;;;;;;;;;;
ALUNO-1233;;;;;;;;;;;;;;;;;;;;
ALUNO-1234;0.0;J;Escola Pública;Veterano;#NULO!;#NULO!;7.4;0.0;5.0;4.1;0.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;#NULO!;0.0;10.0;ALFA  (2o e 3o ano);0.0
ALUNO-1235;4.0;E;Escola Pública;Veterano;Ágata;5.580;9.6;3.9;5.0;2.8;7.2;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não;5.3;10.0;Nível 4 (9o ano);0.0
ALUNO-1236;;;;;;;;;;;;;;;;;;;;
ALUNO-1237;;;;;;;;;;;;;;;;;;;;
ALUNO-1238;;;;;;;;;;;;;;;;;;;;
ALUNO-1239;0.0;S;Escola Pública;Ingressante;Ametista;7.296;7.5;8.3;7.5;6.6;7.5;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;7.8;5.0;Nível 1 (4o ano);-1.0
ALUNO-1240;4.0;A;Rede Decisão;Veterano;Ametista;7.972;8.3;8.6;7.5;7.0;8.8;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;Sim;9.5;5.0;Nível 5 (1o EM);-1.0
ALUNO-1241;1.0;F;Escola Pública;Veterano;Ametista;7.285;8.5;7.5;7.5;6.1;7.7;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;8.4;5.0;Nível 2 (5o e 6o ano);-1.0
ALUNO-1242;;;;;;;;;;;;;;;;;;;;
ALUNO-1243;;;;;;;;;;;;;;;;;;;;
ALUNO-1244;;;;;;;;;;;;;;;;;;;;
ALUNO-1245;;;;;;;;;;;;;;;;;;;;
ALUNO-1246;7.0;A;Rede Decisão;Veterano;Ametista;7.971;9.6;6.7;7.5;7.9;8.1;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;Não;7.7;10.0;Nível 7 (3o EM);0.0
ALUNO-1247;;;;;;;;;;;;;;;;;;;;
ALUNO-1248;3.0;L;Rede Decisão;Veterano;Topázio;8.414;7.9;9.7;5.6;7.2;9.0;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;Não avaliado;Não;8.9;10.0;Nível 2 (5o e 6o ano);1.0
ALUNO-1249;2.0;E;Escola Pública;Veterano;Ametista;7.254;9.5;4.6;7.5;5.3;8.5;Promovido de Fase;Promovido de Fase;Promovido de Fase;Não avaliado;Não;8.7;10.0;Nível 2 (5o e 6o ano);0.0
ALUNO-1250;2.0;P;Escola Pública;Veterano;Ágata;5.868;8.5;4.2;7.5;3.8;7.5;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;7.1;5.0;Nível 3 (7o e 8o ano);-1.0
ALUNO-1251;3.0;D;Escola Pública;Ingressante;Ametista;7.082;7.9;5.6;7.5;6.4;6.9;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;7.3;10.0;Nível 3 (7o e 8o ano);0.0
ALUNO-1252;1.0;E;Escola Pública;Veterano;Topázio;8.494;9.5;9.2;7.5;8.4;8.8;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;Não avaliado;Sim;9.6;5.0;Nível 2 (5o e 6o ano);-1.0
ALUNO-1253;;;;;;;;;;;;;;;;;;;;
ALUNO-1254;1.0;F;Escola Pública;Ingressante;Ametista;7.626;8.5;8.8;7.5;7.8;7.7;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;7.3;5.0;Nível 2 (5o e 6o ano);-1.0
ALUNO-1255;6.0;C;Rede Decisão;Veterano;Ametista;7.620;9.2;7.2;7.5;7.1;8.6;Promovido de Fase + Bolsa;Mantido na Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;Não;8.7;5.0;Nível 7 (3o EM);-1.0
